student_code,full_name,email,faculty,cohort,is_active
73236532,"Sinh viên 236488-44",sv236488-44@student.edu.vn,KTPM,2023,true
73236533,"Sinh viên 236488-45",sv236488-45@student.edu.vn,KHMT,2024,true
73236534,"Sinh viên 236488-46",sv236488-46@student.edu.vn,CNTT,2020,true
73236535,"Sinh viên 236488-47",sv236488-47@student.edu.vn,KTPM,2021,true
73236536,"Sinh viên 236488-48",sv236488-48@student.edu.vn,KHMT,2022,true
73236537,"Sinh viên 236488-49",sv236488-49@student.edu.vn,CNTT,2023,true
73236538,"Sinh viên 236488-50",sv236488-50@student.edu.vn,KTPM,2024,false
73236539,"Sinh viên 236488-51",sv236488-51@student.edu.vn,KHMT,2020,true
73236540,"Sinh viên 236488-52",sv236488-52@student.edu.vn,CNTT,2021,true
73236541,"Sinh viên 236488-53",sv236488-53@student.edu.vn,KTPM,2022,true
73236542,"Sinh viên 236488-54",sv236488-54@student.edu.vn,KHMT,2023,true
73236543,"Sinh viên 236488-55",sv236488-55@student.edu.vn,CNTT,2024,true
73236544,"Sinh viên 236488-56",sv236488-56@student.edu.vn,KTPM,2020,true
73236545,"Sinh viên 236488-57",sv236488-57@student.edu.vn,KHMT,2021,false
73236546,"Sinh viên 236488-58",sv236488-58@student.edu.vn,CNTT,2022,true
73236547,"Sinh viên 236488-59",sv236488-59@student.edu.vn,KTPM,2023,true
73236548,"Sinh viên 236488-60",sv236488-60@student.edu.vn,KHMT,2024,true
73236549,"Sinh viên 236488-61",sv236488-61@student.edu.vn,CNTT,2020,true
73236550,"Sinh viên 236488-62",sv236488-62@student.edu.vn,KTPM,2021,true
73236551,"Sinh viên 236488-63",sv236488-63@student.edu.vn,KHMT,2022,true
73236552,"Sinh viên 236488-64",sv236488-64@student.edu.vn,CNTT,2023,false
73236553,"Sinh viên 236488-65",sv236488-65@student.edu.vn,KTPM,2024,true
73236554,"Sinh viên 236488-66",sv236488-66@student.edu.vn,KHMT,2020,true
73236555,"Sinh viên 236488-67",sv236488-67@student.edu.vn,CNTT,2021,true
73236556,"Sinh viên 236488-68",sv236488-68@student.edu.vn,KTPM,2022,true
73236557,"Sinh viên 236488-69",sv236488-69@student.edu.vn,KHMT,2023,true
73236558,"Sinh viên 236488-70",sv236488-70@student.edu.vn,CNTT,2024,true
73236559,"Sinh viên 236488-71",sv236488-71@student.edu.vn,KTPM,2020,false
73236560,"Sinh viên 236488-72",sv236488-72@student.edu.vn,KHMT,2021,true
73236561,"Sinh viên 236488-73",sv236488-73@student.edu.vn,CNTT,2022,true
73236562,"Sinh viên 236488-74",sv236488-74@student.edu.vn,KTPM,2023,true
73236563,"Sinh viên 236488-75",sv236488-75@student.edu.vn,KHMT,2024,true
73236564,"Sinh viên 236488-76",sv236488-76@student.edu.vn,CNTT,2020,true
73236565,"Sinh viên 236488-77",sv236488-77@student.edu.vn,KTPM,2021,true
73236566,"Sinh viên 236488-78",sv236488-78@student.edu.vn,KHMT,2022,false
73236567,"Sinh viên 236488-79",sv236488-79@student.edu.vn,CNTT,2023,true
73236568,"Sinh viên 236488-80",sv236488-80@student.edu.vn,KTPM,2024,true
73236569,"Sinh viên 236488-81",sv236488-81@student.edu.vn,KHMT,2020,true
73236570,"Sinh viên 236488-82",sv236488-82@student.edu.vn,CNTT,2021,true
73236571,"Sinh viên 236488-83",sv236488-83@student.edu.vn,KTPM,2022,true
73236572,"Sinh viên 236488-84",sv236488-84@student.edu.vn,KHMT,2023,true
73236573,"Sinh viên 236488-85",sv236488-85@student.edu.vn,CNTT,2024,false
73236574,"Sinh viên 236488-86",sv236488-86@student.edu.vn,KTPM,2020,true
73236575,"Sinh viên 236488-87",sv236488-87@student.edu.vn,KHMT,2021,true
73236576,"Sinh viên 236488-88",sv236488-88@student.edu.vn,CNTT,2022,true
73236577,"Sinh viên 236488-89",sv236488-89@student.edu.vn,KTPM,2023,true
73236578,"Sinh viên 236488-90",sv236488-90@student.edu.vn,KHMT,2024,true
73236579,"Sinh viên 236488-91",sv236488-91@student.edu.vn,CNTT,2020,true
73236580,"Sinh viên 236488-92",sv236488-92@student.edu.vn,KTPM,2021,false
73236581,"Sinh viên 236488-93",sv236488-93@student.edu.vn,KHMT,2022,true
73236582,"Sinh viên 236488-94",sv236488-94@student.edu.vn,CNTT,2023,true
73236583,"Sinh viên 236488-95",sv236488-95@student.edu.vn,KTPM,2024,true
73236584,"Sinh viên 236488-96",sv236488-96@student.edu.vn,KHMT,2020,true
73236585,"Sinh viên 236488-97",sv236488-97@student.edu.vn,CNTT,2021,true
73236586,"Sinh viên 236488-98",sv236488-98@student.edu.vn,KTPM,2022,true
73236587,"Sinh viên 236488-99",sv236488-99@student.edu.vn,KHMT,2023,false
73236588,"Sinh viên 236488-100",sv236488-100@student.edu.vn,CNTT,2024,true
