student_code,full_name,email,faculty,cohort,is_active
73470494,"Sinh viên 470463-31",sv470463-31@student.edu.vn,CNTT,2020,true
73470495,"Sinh viên 470463-32",sv470463-32@student.edu.vn,KTPM,2021,true
73470496,"Sinh viên 470463-33",sv470463-33@student.edu.vn,KHMT,2022,true
73470497,"Sinh viên 470463-34",sv470463-34@student.edu.vn,CNTT,2023,true
73470498,"Sinh viên 470463-35",sv470463-35@student.edu.vn,KTPM,2024,true
73470499,"Sinh viên 470463-36",sv470463-36@student.edu.vn,KHMT,2020,false
73470500,"Sinh viên 470463-37",sv470463-37@student.edu.vn,CNTT,2021,true
73470501,"Sinh viên 470463-38",sv470463-38@student.edu.vn,KTPM,2022,true
73470502,"Sinh viên 470463-39",sv470463-39@student.edu.vn,KHMT,2023,true
73470503,"Sinh viên 470463-40",sv470463-40@student.edu.vn,CNTT,2024,true
73470504,"Sinh viên 470463-41",sv470463-41@student.edu.vn,KTPM,2020,true
73470505,"Sinh viên 470463-42",sv470463-42@student.edu.vn,KHMT,2021,true
73470506,"Sinh viên 470463-43",sv470463-43@student.edu.vn,CNTT,2022,false
73470507,"Sinh viên 470463-44",sv470463-44@student.edu.vn,KTPM,2023,true
73470508,"Sinh viên 470463-45",sv470463-45@student.edu.vn,KHMT,2024,true
73470509,"Sinh viên 470463-46",sv470463-46@student.edu.vn,CNTT,2020,true
73470510,"Sinh viên 470463-47",sv470463-47@student.edu.vn,KTPM,2021,true
73470511,"Sinh viên 470463-48",sv470463-48@student.edu.vn,KHMT,2022,true
73470512,"Sinh viên 470463-49",sv470463-49@student.edu.vn,CNTT,2023,true
73470513,"Sinh viên 470463-50",sv470463-50@student.edu.vn,KTPM,2024,false
73470514,"Sinh viên 470463-51",sv470463-51@student.edu.vn,KHMT,2020,true
73470515,"Sinh viên 470463-52",sv470463-52@student.edu.vn,CNTT,2021,true
73470516,"Sinh viên 470463-53",sv470463-53@student.edu.vn,KTPM,2022,true
73470517,"Sinh viên 470463-54",sv470463-54@student.edu.vn,KHMT,2023,true
73470518,"Sinh viên 470463-55",sv470463-55@student.edu.vn,CNTT,2024,true
73470519,"Sinh viên 470463-56",sv470463-56@student.edu.vn,KTPM,2020,true
73470520,"Sinh viên 470463-57",sv470463-57@student.edu.vn,KHMT,2021,false
73470521,"Sinh viên 470463-58",sv470463-58@student.edu.vn,CNTT,2022,true
73470522,"Sinh viên 470463-59",sv470463-59@student.edu.vn,KTPM,2023,true
73470523,"Sinh viên 470463-60",sv470463-60@student.edu.vn,KHMT,2024,true
73470524,"Sinh viên 470463-61",sv470463-61@student.edu.vn,CNTT,2020,true
73470525,"Sinh viên 470463-62",sv470463-62@student.edu.vn,KTPM,2021,true
73470526,"Sinh viên 470463-63",sv470463-63@student.edu.vn,KHMT,2022,true
73470527,"Sinh viên 470463-64",sv470463-64@student.edu.vn,CNTT,2023,false
73470528,"Sinh viên 470463-65",sv470463-65@student.edu.vn,KTPM,2024,true
73470529,"Sinh viên 470463-66",sv470463-66@student.edu.vn,KHMT,2020,true
73470530,"Sinh viên 470463-67",sv470463-67@student.edu.vn,CNTT,2021,true
73470531,"Sinh viên 470463-68",sv470463-68@student.edu.vn,KTPM,2022,true
73470532,"Sinh viên 470463-69",sv470463-69@student.edu.vn,KHMT,2023,true
73470533,"Sinh viên 470463-70",sv470463-70@student.edu.vn,CNTT,2024,true
73470534,"Sinh viên 470463-71",sv470463-71@student.edu.vn,KTPM,2020,false
73470535,"Sinh viên 470463-72",sv470463-72@student.edu.vn,KHMT,2021,true
73470536,"Sinh viên 470463-73",sv470463-73@student.edu.vn,CNTT,2022,true
73470537,"Sinh viên 470463-74",sv470463-74@student.edu.vn,KTPM,2023,true
73470538,"Sinh viên 470463-75",sv470463-75@student.edu.vn,KHMT,2024,true
73470539,"Sinh viên 470463-76",sv470463-76@student.edu.vn,CNTT,2020,true
73470540,"Sinh viên 470463-77",sv470463-77@student.edu.vn,KTPM,2021,true
73470541,"Sinh viên 470463-78",sv470463-78@student.edu.vn,KHMT,2022,false
73470542,"Sinh viên 470463-79",sv470463-79@student.edu.vn,CNTT,2023,true
73470543,"Sinh viên 470463-80",sv470463-80@student.edu.vn,KTPM,2024,true
73470544,"Sinh viên 470463-81",sv470463-81@student.edu.vn,KHMT,2020,true
73470545,"Sinh viên 470463-82",sv470463-82@student.edu.vn,CNTT,2021,true
73470546,"Sinh viên 470463-83",sv470463-83@student.edu.vn,KTPM,2022,true
73470547,"Sinh viên 470463-84",sv470463-84@student.edu.vn,KHMT,2023,true
73470548,"Sinh viên 470463-85",sv470463-85@student.edu.vn,CNTT,2024,false
73470549,"Sinh viên 470463-86",sv470463-86@student.edu.vn,KTPM,2020,true
73470550,"Sinh viên 470463-87",sv470463-87@student.edu.vn,KHMT,2021,true
73470551,"Sinh viên 470463-88",sv470463-88@student.edu.vn,CNTT,2022,true
73470552,"Sinh viên 470463-89",sv470463-89@student.edu.vn,KTPM,2023,true
73470553,"Sinh viên 470463-90",sv470463-90@student.edu.vn,KHMT,2024,true
73470554,"Sinh viên 470463-91",sv470463-91@student.edu.vn,CNTT,2020,true
73470555,"Sinh viên 470463-92",sv470463-92@student.edu.vn,KTPM,2021,false
73470556,"Sinh viên 470463-93",sv470463-93@student.edu.vn,KHMT,2022,true
73470557,"Sinh viên 470463-94",sv470463-94@student.edu.vn,CNTT,2023,true
73470558,"Sinh viên 470463-95",sv470463-95@student.edu.vn,KTPM,2024,true
73470559,"Sinh viên 470463-96",sv470463-96@student.edu.vn,KHMT,2020,true
73470560,"Sinh viên 470463-97",sv470463-97@student.edu.vn,CNTT,2021,true
73470561,"Sinh viên 470463-98",sv470463-98@student.edu.vn,KTPM,2022,true
73470562,"Sinh viên 470463-99",sv470463-99@student.edu.vn,KHMT,2023,false
73470563,"Sinh viên 470463-100",sv470463-100@student.edu.vn,CNTT,2024,true
