student_code,full_name,email,faculty,cohort,is_active
73474430,"Sinh viên 474330-100",sv474330-100@student.edu.vn,CNTT,2024,true
73474431,"Sinh viên 474330-101",not-an-email,KTPM,2020,true
73474432,"Sinh viên 474330-102",sv474330-102@student.edu.vn,KHMT,2021,true
73474433,"Sinh viên 474330-103",sv474330-103@student.edu.vn,CNTT,2022,true
73474434,"Sinh viên 474330-104",sv474330-104@student.edu.vn,KTPM,2023,true
73474435,"Sinh viên 474330-105",sv474330-105@student.edu.vn,KHMT,2024,true
73474436,"Sinh viên 474330-106",sv474330-106@student.edu.vn,CNTT,2020,false
73474437,"Sinh viên 474330-107",sv474330-107@student.edu.vn,KTPM,2021,true
73474438,"Sinh viên 474330-108",sv474330-108@student.edu.vn,KHMT,2022,true
73474439,"Sinh viên 474330-109",sv474330-109@student.edu.vn,CNTT,2023,true
73474440,"Sinh viên 474330-110",sv474330-110@student.edu.vn,KTPM,2024,true
73474441,"Sinh viên 474330-111",sv474330-111@student.edu.vn,KHMT,2020,true
73474442,"Sinh viên 474330-112",sv474330-112@student.edu.vn,CNTT,2021,true
73474443,"Sinh viên 474330-113",sv474330-113@student.edu.vn,KTPM,2022,false
73474444,"Sinh viên 474330-114",sv474330-114@student.edu.vn,KHMT,2023,true
73474445,"Sinh viên 474330-115",sv474330-115@student.edu.vn,CNTT,2024,true
73474446,"Sinh viên 474330-116",sv474330-116@student.edu.vn,KTPM,2020,true
73474447,"Sinh viên 474330-117",sv474330-117@student.edu.vn,KHMT,2021,true
73474448,"Sinh viên 474330-118",sv474330-118@student.edu.vn,CNTT,2022,true
73474449,"Sinh viên 474330-119",sv474330-119@student.edu.vn,KTPM,2023,true
73474450,"Sinh viên 474330-120",sv474330-120@student.edu.vn,KHMT,2024,false
73474451,"Sinh viên 474330-121",not-an-email,CNTT,2020,true
73474452,"Sinh viên 474330-122",sv474330-122@student.edu.vn,KTPM,2021,true
73474453,"Sinh viên 474330-123",sv474330-123@student.edu.vn,KHMT,2022,true
73474454,"Sinh viên 474330-124",sv474330-124@student.edu.vn,CNTT,2023,true
73474455,"Sinh viên 474330-125",sv474330-125@student.edu.vn,KTPM,2024,true
73474456,"Sinh viên 474330-126",sv474330-126@student.edu.vn,KHMT,2020,true
73474457,"Sinh viên 474330-127",sv474330-127@student.edu.vn,CNTT,2021,false
73474458,"Sinh viên 474330-128",sv474330-128@student.edu.vn,KTPM,2022,true
73474459,"Sinh viên 474330-129",sv474330-129@student.edu.vn,KHMT,2023,true
73474460,"Sinh viên 474330-130",sv474330-130@student.edu.vn,CNTT,2024,true
73474461,"Sinh viên 474330-131",sv474330-131@student.edu.vn,KTPM,2020,true
73474462,"Sinh viên 474330-132",sv474330-132@student.edu.vn,KHMT,2021,true
73474463,"Sinh viên 474330-133",sv474330-133@student.edu.vn,CNTT,2022,true
73474464,"Sinh viên 474330-134",sv474330-134@student.edu.vn,KTPM,2023,false
73474465,"Sinh viên 474330-135",sv474330-135@student.edu.vn,KHMT,2024,true
73474466,"Sinh viên 474330-136",sv474330-136@student.edu.vn,CNTT,2020,true
73474467,"Sinh viên 474330-137",sv474330-137@student.edu.vn,KTPM,2021,true
73474468,"Sinh viên 474330-138",sv474330-138@student.edu.vn,KHMT,2022,true
73474469,"Sinh viên 474330-139",sv474330-139@student.edu.vn,CNTT,2023,true
73474470,"Sinh viên 474330-140",sv474330-140@student.edu.vn,KTPM,2024,true
73474471,"Sinh viên 474330-141",not-an-email,KHMT,2020,false
73474472,"Sinh viên 474330-142",sv474330-142@student.edu.vn,CNTT,2021,true
73474473,"Sinh viên 474330-143",sv474330-143@student.edu.vn,KTPM,2022,true
73474474,"Sinh viên 474330-144",sv474330-144@student.edu.vn,KHMT,2023,true
73474475,"Sinh viên 474330-145",sv474330-145@student.edu.vn,CNTT,2024,true
73474476,"Sinh viên 474330-146",sv474330-146@student.edu.vn,KTPM,2020,true
73474477,"Sinh viên 474330-147",sv474330-147@student.edu.vn,KHMT,2021,true
73474478,"Sinh viên 474330-148",sv474330-148@student.edu.vn,CNTT,2022,false
73474479,"Sinh viên 474330-149",sv474330-149@student.edu.vn,KTPM,2023,true
73474480,"Sinh viên 474330-150",sv474330-150@student.edu.vn,KHMT,2024,true
73474481,"Sinh viên 474330-151",sv474330-151@student.edu.vn,CNTT,2020,true
73474482,"Sinh viên 474330-152",sv474330-152@student.edu.vn,KTPM,2021,true
73474483,"Sinh viên 474330-153",sv474330-153@student.edu.vn,KHMT,2022,true
73474484,"Sinh viên 474330-154",sv474330-154@student.edu.vn,CNTT,2023,true
73474485,"Sinh viên 474330-155",sv474330-155@student.edu.vn,KTPM,2024,false
73474486,"Sinh viên 474330-156",sv474330-156@student.edu.vn,KHMT,2020,true
73474487,"Sinh viên 474330-157",sv474330-157@student.edu.vn,CNTT,2021,true
73474488,"Sinh viên 474330-158",sv474330-158@student.edu.vn,KTPM,2022,true
73474489,"Sinh viên 474330-159",sv474330-159@student.edu.vn,KHMT,2023,true
73474490,"Sinh viên 474330-160",sv474330-160@student.edu.vn,CNTT,2024,true
73474491,"Sinh viên 474330-161",not-an-email,KTPM,2020,true
73474492,"Sinh viên 474330-162",sv474330-162@student.edu.vn,KHMT,2021,false
73474493,"Sinh viên 474330-163",sv474330-163@student.edu.vn,CNTT,2022,true
73474494,"Sinh viên 474330-164",sv474330-164@student.edu.vn,KTPM,2023,true
73474495,"Sinh viên 474330-165",sv474330-165@student.edu.vn,KHMT,2024,true
73474496,"Sinh viên 474330-166",sv474330-166@student.edu.vn,CNTT,2020,true
73474497,"Sinh viên 474330-167",sv474330-167@student.edu.vn,KTPM,2021,true
73474498,"Sinh viên 474330-168",sv474330-168@student.edu.vn,KHMT,2022,true
73474499,"Sinh viên 474330-169",sv474330-169@student.edu.vn,CNTT,2023,false
73474500,"Sinh viên 474330-170",sv474330-170@student.edu.vn,KTPM,2024,true
73474501,"Sinh viên 474330-171",sv474330-171@student.edu.vn,KHMT,2020,true
73474502,"Sinh viên 474330-172",sv474330-172@student.edu.vn,CNTT,2021,true
73474503,"Sinh viên 474330-173",sv474330-173@student.edu.vn,KTPM,2022,true
73474504,"Sinh viên 474330-174",sv474330-174@student.edu.vn,KHMT,2023,true
73474505,"Sinh viên 474330-175",sv474330-175@student.edu.vn,CNTT,2024,true
73474506,"Sinh viên 474330-176",sv474330-176@student.edu.vn,KTPM,2020,false
73474507,"Sinh viên 474330-177",sv474330-177@student.edu.vn,KHMT,2021,true
73474508,"Sinh viên 474330-178",sv474330-178@student.edu.vn,CNTT,2022,true
73474509,"Sinh viên 474330-179",sv474330-179@student.edu.vn,KTPM,2023,true
73474510,"Sinh viên 474330-180",sv474330-180@student.edu.vn,KHMT,2024,true
73474511,"Sinh viên 474330-181",not-an-email,CNTT,2020,true
73474512,"Sinh viên 474330-182",sv474330-182@student.edu.vn,KTPM,2021,true
73474513,"Sinh viên 474330-183",sv474330-183@student.edu.vn,KHMT,2022,false
73474514,"Sinh viên 474330-184",sv474330-184@student.edu.vn,CNTT,2023,true
73474515,"Sinh viên 474330-185",sv474330-185@student.edu.vn,KTPM,2024,true
73474516,"Sinh viên 474330-186",sv474330-186@student.edu.vn,KHMT,2020,true
73474517,"Sinh viên 474330-187",sv474330-187@student.edu.vn,CNTT,2021,true
73474518,"Sinh viên 474330-188",sv474330-188@student.edu.vn,KTPM,2022,true
73474519,"Sinh viên 474330-189",sv474330-189@student.edu.vn,KHMT,2023,true
73474520,"Sinh viên 474330-190",sv474330-190@student.edu.vn,CNTT,2024,false
73474521,"Sinh viên 474330-191",sv474330-191@student.edu.vn,KTPM,2020,true
73474522,"Sinh viên 474330-192",sv474330-192@student.edu.vn,KHMT,2021,true
73474523,"Sinh viên 474330-193",sv474330-193@student.edu.vn,CNTT,2022,true
73474524,"Sinh viên 474330-194",sv474330-194@student.edu.vn,KTPM,2023,true
73474525,"Sinh viên 474330-195",sv474330-195@student.edu.vn,KHMT,2024,true
73474526,"Sinh viên 474330-196",sv474330-196@student.edu.vn,CNTT,2020,true
73474527,"Sinh viên 474330-197",sv474330-197@student.edu.vn,KTPM,2021,false
73474528,"Sinh viên 474330-198",sv474330-198@student.edu.vn,KHMT,2022,true
73474529,"Sinh viên 474330-199",sv474330-199@student.edu.vn,CNTT,2023,true
73474530,"Sinh viên 474330-200",sv474330-200@student.edu.vn,KTPM,2024,true
