student_code,full_name,email,faculty,cohort,is_active
21120076,"Sinh viên 76",sv76@student.edu.vn,CNTT,2020,true
21120077,"Sinh viên 77",sv77@student.edu.vn,KTPM,2021,true
21120078,"Sinh viên 78",sv78@student.edu.vn,KHMT,2022,false
21120079,"Sinh viên 79",sv79@student.edu.vn,CNTT,2023,true
21120080,"Sinh viên 80",sv80@student.edu.vn,KTPM,2024,true
21120081,"Sinh viên 81",not-an-email,KHMT,2020,true
21120082,"Sinh viên 82",sv82@student.edu.vn,CNTT,2021,true
21120083,"Sinh viên 83",sv83@student.edu.vn,KTPM,2022,true
21120084,"Sinh viên 84",sv84@student.edu.vn,KHMT,2023,true
21120085,"Sinh viên 85",sv85@student.edu.vn,CNTT,2024,false
21120086,"Sinh viên 86",sv86@student.edu.vn,KTPM,2020,true
21120087,"Sinh viên 87",sv87@student.edu.vn,KHMT,2021,true
21120088,"Sinh viên 88",sv88@student.edu.vn,CNTT,2022,true
21120089,"Sinh viên 89",sv89@student.edu.vn,KTPM,2023,true
21120090,"Sinh viên 90",sv90@student.edu.vn,KHMT,2024,true
21120091,"Sinh viên 91",sv91@student.edu.vn,CNTT,2020,true
21120092,"Sinh viên 92",sv92@student.edu.vn,KTPM,2021,false
21120093,"Sinh viên 93",sv93@student.edu.vn,KHMT,2022,true
21120094,"Sinh viên 94",sv94@student.edu.vn,CNTT,2023,true
21120095,"Sinh viên 95",sv95@student.edu.vn,KTPM,2024,true
21120096,"Sinh viên 96",sv96@student.edu.vn,KHMT,2020,true
21120097,"Sinh viên 97",sv97@student.edu.vn,CNTT,2021,true
21120098,"Sinh viên 98",sv98@student.edu.vn,KTPM,2022,true
21120099,"Sinh viên 99",sv99@student.edu.vn,KHMT,2023,false
21120100,"Sinh viên 100",sv100@student.edu.vn,CNTT,2024,true
21120101,"Sinh viên 101",not-an-email,KTPM,2020,true
21120102,"Sinh viên 102",sv102@student.edu.vn,KHMT,2021,true
21120103,"Sinh viên 103",sv103@student.edu.vn,CNTT,2022,true
21120104,"Sinh viên 104",sv104@student.edu.vn,KTPM,2023,true
21120105,"Sinh viên 105",sv105@student.edu.vn,KHMT,2024,true
21120106,"Sinh viên 106",sv106@student.edu.vn,CNTT,2020,false
21120107,"Sinh viên 107",sv107@student.edu.vn,KTPM,2021,true
21120108,"Sinh viên 108",sv108@student.edu.vn,KHMT,2022,true
21120109,"Sinh viên 109",sv109@student.edu.vn,CNTT,2023,true
21120110,"Sinh viên 110",sv110@student.edu.vn,KTPM,2024,true
21120111,"Sinh viên 111",sv111@student.edu.vn,KHMT,2020,true
21120112,"Sinh viên 112",sv112@student.edu.vn,CNTT,2021,true
21120113,"Sinh viên 113",sv113@student.edu.vn,KTPM,2022,false
21120114,"Sinh viên 114",sv114@student.edu.vn,KHMT,2023,true
21120115,"Sinh viên 115",sv115@student.edu.vn,CNTT,2024,true
21120116,"Sinh viên 116",sv116@student.edu.vn,KTPM,2020,true
21120117,"Sinh viên 117",sv117@student.edu.vn,KHMT,2021,true
21120118,"Sinh viên 118",sv118@student.edu.vn,CNTT,2022,true
21120119,"Sinh viên 119",sv119@student.edu.vn,KTPM,2023,true
21120120,"Sinh viên 120",sv120@student.edu.vn,KHMT,2024,false
21120121,"Sinh viên 121",not-an-email,CNTT,2020,true
21120122,"Sinh viên 122",sv122@student.edu.vn,KTPM,2021,true
21120123,"Sinh viên 123",sv123@student.edu.vn,KHMT,2022,true
21120124,"Sinh viên 124",sv124@student.edu.vn,CNTT,2023,true
21120125,"Sinh viên 125",sv125@student.edu.vn,KTPM,2024,true
21120126,"Sinh viên 126",sv126@student.edu.vn,KHMT,2020,true
21120127,"Sinh viên 127",sv127@student.edu.vn,CNTT,2021,false
21120128,"Sinh viên 128",sv128@student.edu.vn,KTPM,2022,true
21120129,"Sinh viên 129",sv129@student.edu.vn,KHMT,2023,true
21120130,"Sinh viên 130",sv130@student.edu.vn,CNTT,2024,true
21120131,"Sinh viên 131",sv131@student.edu.vn,KTPM,2020,true
21120132,"Sinh viên 132",sv132@student.edu.vn,KHMT,2021,true
21120133,"Sinh viên 133",sv133@student.edu.vn,CNTT,2022,true
21120134,"Sinh viên 134",sv134@student.edu.vn,KTPM,2023,false
21120135,"Sinh viên 135",sv135@student.edu.vn,KHMT,2024,true
21120136,"Sinh viên 136",sv136@student.edu.vn,CNTT,2020,true
21120137,"Sinh viên 137",sv137@student.edu.vn,KTPM,2021,true
21120138,"Sinh viên 138",sv138@student.edu.vn,KHMT,2022,true
21120139,"Sinh viên 139",sv139@student.edu.vn,CNTT,2023,true
21120140,"Sinh viên 140",sv140@student.edu.vn,KTPM,2024,true
21120141,"Sinh viên 141",not-an-email,KHMT,2020,false
21120142,"Sinh viên 142",sv142@student.edu.vn,CNTT,2021,true
21120143,"Sinh viên 143",sv143@student.edu.vn,KTPM,2022,true
21120144,"Sinh viên 144",sv144@student.edu.vn,KHMT,2023,true
21120145,"Sinh viên 145",sv145@student.edu.vn,CNTT,2024,true
21120146,"Sinh viên 146",sv146@student.edu.vn,KTPM,2020,true
21120147,"Sinh viên 147",sv147@student.edu.vn,KHMT,2021,true
21120148,"Sinh viên 148",sv148@student.edu.vn,CNTT,2022,false
21120149,"Sinh viên 149",sv149@student.edu.vn,KTPM,2023,true
21120150,"Sinh viên 150",sv150@student.edu.vn,KHMT,2024,true
21120151,"Sinh viên 151",sv151@student.edu.vn,CNTT,2020,true
21120152,"Sinh viên 152",sv152@student.edu.vn,KTPM,2021,true
21120153,"Sinh viên 153",sv153@student.edu.vn,KHMT,2022,true
21120154,"Sinh viên 154",sv154@student.edu.vn,CNTT,2023,true
21120155,"Sinh viên 155",sv155@student.edu.vn,KTPM,2024,false
21120156,"Sinh viên 156",sv156@student.edu.vn,KHMT,2020,true
21120157,"Sinh viên 157",sv157@student.edu.vn,CNTT,2021,true
21120158,"Sinh viên 158",sv158@student.edu.vn,KTPM,2022,true
21120159,"Sinh viên 159",sv159@student.edu.vn,KHMT,2023,true
21120160,"Sinh viên 160",sv160@student.edu.vn,CNTT,2024,true
21120161,"Sinh viên 161",not-an-email,KTPM,2020,true
21120162,"Sinh viên 162",sv162@student.edu.vn,KHMT,2021,false
21120163,"Sinh viên 163",sv163@student.edu.vn,CNTT,2022,true
21120164,"Sinh viên 164",sv164@student.edu.vn,KTPM,2023,true
21120165,"Sinh viên 165",sv165@student.edu.vn,KHMT,2024,true
21120166,"Sinh viên 166",sv166@student.edu.vn,CNTT,2020,true
21120167,"Sinh viên 167",sv167@student.edu.vn,KTPM,2021,true
21120168,"Sinh viên 168",sv168@student.edu.vn,KHMT,2022,true
21120169,"Sinh viên 169",sv169@student.edu.vn,CNTT,2023,false
21120170,"Sinh viên 170",sv170@student.edu.vn,KTPM,2024,true
21120171,"Sinh viên 171",sv171@student.edu.vn,KHMT,2020,true
21120172,"Sinh viên 172",sv172@student.edu.vn,CNTT,2021,true
21120173,"Sinh viên 173",sv173@student.edu.vn,KTPM,2022,true
21120174,"Sinh viên 174",sv174@student.edu.vn,KHMT,2023,true
21120175,"Sinh viên 175",sv175@student.edu.vn,CNTT,2024,true
21120176,"Sinh viên 176",sv176@student.edu.vn,KTPM,2020,false
21120177,"Sinh viên 177",sv177@student.edu.vn,KHMT,2021,true
21120178,"Sinh viên 178",sv178@student.edu.vn,CNTT,2022,true
21120179,"Sinh viên 179",sv179@student.edu.vn,KTPM,2023,true
21120180,"Sinh viên 180",sv180@student.edu.vn,KHMT,2024,true
21120181,"Sinh viên 181",not-an-email,CNTT,2020,true
21120182,"Sinh viên 182",sv182@student.edu.vn,KTPM,2021,true
21120183,"Sinh viên 183",sv183@student.edu.vn,KHMT,2022,false
21120184,"Sinh viên 184",sv184@student.edu.vn,CNTT,2023,true
21120185,"Sinh viên 185",sv185@student.edu.vn,KTPM,2024,true
21120186,"Sinh viên 186",sv186@student.edu.vn,KHMT,2020,true
21120187,"Sinh viên 187",sv187@student.edu.vn,CNTT,2021,true
21120188,"Sinh viên 188",sv188@student.edu.vn,KTPM,2022,true
21120189,"Sinh viên 189",sv189@student.edu.vn,KHMT,2023,true
21120190,"Sinh viên 190",sv190@student.edu.vn,CNTT,2024,false
21120191,"Sinh viên 191",sv191@student.edu.vn,KTPM,2020,true
21120192,"Sinh viên 192",sv192@student.edu.vn,KHMT,2021,true
21120193,"Sinh viên 193",sv193@student.edu.vn,CNTT,2022,true
21120194,"Sinh viên 194",sv194@student.edu.vn,KTPM,2023,true
21120195,"Sinh viên 195",sv195@student.edu.vn,KHMT,2024,true
21120196,"Sinh viên 196",sv196@student.edu.vn,CNTT,2020,true
21120197,"Sinh viên 197",sv197@student.edu.vn,KTPM,2021,false
21120198,"Sinh viên 198",sv198@student.edu.vn,KHMT,2022,true
21120199,"Sinh viên 199",sv199@student.edu.vn,CNTT,2023,true
21120200,"Sinh viên 200",sv200@student.edu.vn,KTPM,2024,true
